Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Video Content Creator/ Chuyên Viên Sáng Tạo Nội Dung Số,Tam Son International Joint Stock Company,Thương lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Public Speaking, Video Contents, Digital Content Writing, Content Creation, Social Media Content",https://www.vietnamworks.com/video-content-creator-chuyen-vien-sang-tao-noi-dung-so-1719625-jv?source=searchResults&searchType=2&placement=1720225&sortBy=date
Nhân Viên EditorUrgent job,Công Ty TNHH Kinh Doanh Và Dịch Vụ Bất Động Sản Realhomes,$500 - $1000,Hà Nội,29/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dựng Video,https://www.vietnamworks.com/nhan-vien-editor--1719758-jv?source=searchResults&searchType=2&placement=1720358&sortBy=date
"Marketing Leader (Off Saturday, Sunday; Monthly Commission + KPI Bonus + Fixed 13th Salary)",SAPP Academy,Tới $1300,Hà Nội,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Strategy, Service Marketing, Content Marketing, English, Sponsorship",https://www.vietnamworks.com/marketing-leader-off-saturday-sunday-monthly-commission-kpi-bonus-fixed-13th-salary--1720018-jv?source=searchResults&searchType=2&placement=1720618&sortBy=date
E-Commerce - Chuyên Viên Vận Hành Sàn TMĐT / Operation Executive,Công Ty TNHH Digimall,$450 - $800,Hồ Chí Minh,29/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thương Mại Điện Tử, Retail Store Operations, Bán Hàng, E Commerce, Key Account Management",https://www.vietnamworks.com/e-commerce-chuyen-vien-van-hanh-san-tmdt-operation-executive-1719682-jv?source=searchResults&searchType=2&placement=1720282&sortBy=date
"Marketing Chạy Ads (Facebook, Tiktok, Instagram, Zalo Ads)Urgent job",Phòng Khám Chuyên Khoa Phẫu Thuật Thẩm Mỹ Tiến Sĩ Trí,Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Ads, Branding, Quảng Cáo, Social Media, Marketing",https://www.vietnamworks.com/marketing-chay-ads-facebook-tiktok-instagram-zalo-ads-1719872-jv?source=searchResults&searchType=2&placement=1720472&sortBy=date
Nhân Viên Thiết Kế Hình Ảnh và VideosUrgent job,Phòng Khám Chuyên Khoa Phẫu Thuật Thẩm Mỹ Tiến Sĩ Trí,Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thiết Kế, Design, Design Video, Thiết Kế Hình Ảnh, Design &amp; Content",https://www.vietnamworks.com/nhan-vien-thiet-ke-hinh-anh-va-videos-1719874-jv?source=searchResults&searchType=2&placement=1720474&sortBy=date
Chuyên Viên Digital Marketing (Full time/ Part time),Công Ty TNHH Tư Vấn Và Ứng Dụng Công Nghệ BIM Việt Nam,Từ $500,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, SEO, SEM, Digital Marketing, Editing Video",https://www.vietnamworks.com/chuyen-vien-digital-marketing-full-time-part-time-1719559-jv?source=searchResults&searchType=2&placement=1720159&sortBy=date
Nhân Viên Quản Lý Trưng Bày (Visual Merchandising)Urgent job,Công Ty Cổ Phần Ultd Thịnh Phát,$500 - $700,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trưng Bày Hàng Hóa, Marketing Planning, Visual Merchandising, Truyền Thông Tiếp Thị",https://www.vietnamworks.com/nhan-vien-quan-ly-trung-bay-visual-merchandising-1719797-jv?source=searchResults&searchType=2&placement=1720397&sortBy=date
Brand MerchandiserUrgent job,Công Ty TNHH AQUA Retail Việt Nam,$530 - $750,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Merchandising, Supply Chain, Franchise Business, Retail, Branding",https://www.vietnamworks.com/brand-merchandiser-1708505-jv?source=searchResults&searchType=2&placement=1709105&sortBy=date
Product Marketing Assistant Manager/manager,Samsung Vina Electronics (Savina-S),Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Pricing, Product Management, Market Research, Forecast Demand Planning, Planning Data Analysis",https://www.vietnamworks.com/product-marketing-assistant-manager-manager--1719789-jv?source=searchResults&searchType=2&placement=1720389&sortBy=date
Product Marketing Manager (Trade/product),Totalenergies,Thương lượng,Hồ Chí Minh,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Trade Marketing, Marketing Strategy, B2C Marketing, Marketing Planning",https://www.vietnamworks.com/product-marketing-manager-trade-product-1719955-jv?source=searchResults&searchType=2&placement=1720555&sortBy=date
Event Coordinator,Aden Vietnam,Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Event, Tổ Chức Sự Kiện, Event Management, Food Service, Food Costing Control",https://www.vietnamworks.com/event-coordinator--1719681-jv?source=searchResults&searchType=2&placement=1720281&sortBy=date
Brand Manager/ Group Brand Manager,Asiafoods Corporation,$1600 - $2000,Hồ Chí Minh,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Brand Marketing, Brand Management, Marketing Development",https://www.vietnamworks.com/brand-manager-group-brand-manager--1719689-jv?source=searchResults&searchType=2&placement=1720289&sortBy=date
Thực Tập Sinh MarketingUrgent job,Công Ty TNHH Thương Mại Và Quảng Cáo In 3 Miền,Thương lượng,Hà Nội,29/11/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Design, Communication Marketing, Thực Tập Sinh Design",https://www.vietnamworks.com/thuc-tap-sinh-marketing--1719825-jv?source=searchResults&searchType=2&placement=1720425&sortBy=date
Chuyên Viên Marketing & PR,Công Ty TNHH The Only Three,$500 - $800,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Online Marketing",https://www.vietnamworks.com/chuyen-vien-marketing-pr--1719649-jv?source=searchResults&searchType=2&placement=1720249&sortBy=date
MC Review Sản Phẩm (Freelancer)Urgent job,Công Ty TNHH Công Nghệ Sạch Kingwater,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Review, Social Media Networks, Chụp Hình, Product Reviews, Truyền Thông Tiếp Thị",https://www.vietnamworks.com/mc-review-san-pham-freelancer-1719168-jv?source=searchResults&searchType=2&placement=1719768&sortBy=date
Trưởng Phòng Nội Dung Marketing,Công Ty Cổ Phần Elmich,$1000 - $1500,Hà Nội,28/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Content Marketing, Content Leader, Google Analytics, Inbound Marketing",https://www.vietnamworks.com/truong-phong-noi-dung-marketing--1719060-jv?source=searchResults&searchType=2&placement=1719660&sortBy=date
Digital Marketing Executive,Muamau Ecommerce Company,$500 - $750,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Advertising, Campaign Marketing, Media, Planning Marketing Strategy",https://www.vietnamworks.com/digital-marketing-executive--1719276-jv?source=searchResults&searchType=2&placement=1719876&sortBy=date
Trade Marketing,Công Ty Cổ Phần Nature Gift PHARMA,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Promotion Planning, FMCG, Marketing Budget Management, Trade Marketing, Digital Marketing",https://www.vietnamworks.com/trade-marketing-102--1719345-jv?source=searchResults&searchType=2&placement=1719945&sortBy=date
Nhân Viên B2C Marketing,Chi Nhánh Công Ty CP Everpia Tại Đà Nẵng,Thương lượng,Đà Nẵng,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phát Triển Thị Trường, Nghiên Cứu Thị Trường, Giới Thiệu Sản Phẩm, Marketing Development, Sales B2C",https://www.vietnamworks.com/nhan-vien-b2c-marketing-1712865-jv?source=searchResults&searchType=2&placement=1713465&sortBy=date
Nhân Viên Marketing Part -Time,Công Ty TNHH Nội Thất Zaada,$100 - $200,Hồ Chí Minh,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Chụp Ảnh Nội Thất, SEO, Photoshop, Chỉnh Sửa Hình Ảnh, Truyền Thông",https://www.vietnamworks.com/nhan-vien-marketing-part-time--1719232-jv?source=searchResults&searchType=2&placement=1719832&sortBy=date
Nhân Viên Digital Marketing (Google Ads)Urgent job,Công Ty Cổ Phần Truyền Thông Onfa,$300 - $600,Hà Nội,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông Quảng Cáo, Digital Marketing, Photoshop, Ai, Google Ads",https://www.vietnamworks.com/nhan-vien-digital-marketing-google-ads-1719483-jv?source=searchResults&searchType=2&placement=1720083&sortBy=date
Strategic Pricing Assistant Manager,Cargill Vietnam,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Pricing Analysis, Pricing Strategy, Market Pricing, Pricing Management, Pricing",https://www.vietnamworks.com/strategic-pricing-assistant-manager--1719283-jv?source=searchResults&searchType=2&placement=1719883&sortBy=date
Thailand Marketing Executive Full Package 1600Usd- Must Relocate Cambodia,VietnamWorks' Client,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Advertising, English Business, Marketing và Branding",https://www.vietnamworks.com/thailand-marketing-executive-full-package-1600usd-must-relocate-cambodia-1719046-jv?source=searchResults&searchType=2&placement=1719646&sortBy=date
Nhân Viên Content MarketingUrgent job,Công Ty TNHH Phát Triển Thương Mại BBS,Thương lượng,Hải Phòng,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Trị Kênh Truyền Thông, Viết Nội Dung Quảng Cáo, Content Creating, Xây Dựng Nội Dung, Triển Khai Ý Tưởng",https://www.vietnamworks.com/nhan-vien-content-marketing--1719320-jv?source=searchResults&searchType=2&placement=1719920&sortBy=date
Nhân Viên Truyền Thông - Marketing (Biết Thiết Kế / Quay Dựng Video)Urgent job,Công Ty Cổ Phần Tập Đoàn Amdi,$670 - $850,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Kế Hoạch Truyền Thông, Truyền Thông, Social Media Marketing, Digital Marketing, Quảng Cáo",https://www.vietnamworks.com/nhan-vien-truyen-thong-marketing-biet-thiet-ke-quay-dung-video-1705935-jv?source=searchResults&searchType=2&placement=1706535&sortBy=date
Senior Marketing Manager (Priority Candidates with Experience In Education Industry),Công Ty TNHH Geniebook Vietnam,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Campaigns, SEO Content, Social Media, English, Marketing Strategy",https://www.vietnamworks.com/senior-marketing-manager-priority-candidates-with-experience-in-education-industry-1719034-jv?source=searchResults&searchType=2&placement=1719634&sortBy=date
Content Marketing (Dưới 1 Năm Kinh Nghiệm),Công Ty TNHH Thương Mại Dịch Vụ Lifestyle Việt Nam,Thương lượng,Hà Nội,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Writing, Sáng Tạo Nội Dung, Chiến Dịch Truyền Thông, Facebook Ads Content, Quảng Cáo Thương Hiệu",https://www.vietnamworks.com/content-marketing-duoi-1-nam-kinh-nghiem--1719334-jv?source=searchResults&searchType=2&placement=1719934&sortBy=date
Nhân Viên Content Marketing (8-12Tr) - Dưới 1 Năm Kinh Nghiệm,Công Ty TNHH Wine 1976,$400 - $600,Hà Nội,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo, Truyền Thông, Content Marketing, SEO, Email Marketing",https://www.vietnamworks.com/nhan-vien-content-marketing-8-12tr-duoi-1-nam-kinh-nghiem-1--1719149-jv?source=searchResults&searchType=2&placement=1719749&sortBy=date
Event Intermediate Specialist,Sun Life Vietnam (Sun Life),Thương lượng,Hồ Chí Minh,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Event Coordination, Communication Marketing, Design, Creative Marketing, Multi Task Management",https://www.vietnamworks.com/event-intermediate-specialist--1719163-jv?source=searchResults&searchType=2&placement=1719763&sortBy=date
"Activation Supervisor (Event, Sampling,...)","Otsuka Thang Nutrition Co.,Ltd.",$600 - $950,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Event, Activation, Tổ Chức Sự Kiện, Advertsing Agency, Event Activation",https://www.vietnamworks.com/activation-supervisor-event-sampling-1704898-jv?source=searchResults&searchType=2&placement=1705498&sortBy=date
Chuyên Viên Content Marketing (Lương Từ 10-13 Triệu + Thưởng Hiệu Quả Kinh Doanh)Urgent job,Công Ty TNHH Vixi Đơn Vị Thành Viên Thuộc Cộng Cà Phê,$500 - $650,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Marketing 360 Process, Media",https://www.vietnamworks.com/chuyen-vien-content-marketing-luong-tu-10-13-trieu-thuong-hieu-qua-kinh-doanh-1719111-jv?source=searchResults&searchType=2&placement=1719711&sortBy=date
Chuyên Viên Truyền Thông,Hệ Thống Giáo Dục Edufit,$600 - $800,Hà Nội,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Communication, Content, Public Relation, Brand Ambassador",https://www.vietnamworks.com/chuyen-vien-truyen-thong--1708430-jv?source=searchResults&searchType=2&placement=1709030&sortBy=date
Nhân Viên Marketing Content,Công Ty TNHH Dược Phẩm Y Tế MK,Thương lượng,Hồ Chí Minh,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Quản Lý Web, Tiếng Anh, SEO, Viết Bài Cho Website",https://www.vietnamworks.com/nhan-vien-marketing-content--1711799-jv?source=searchResults&searchType=2&placement=1712399&sortBy=date
Trưởng Phòng Digital MarketingUrgent job,Bumas - Thương Hiệu Tiện Ích Thông Minh Số 1 Việt Nam,$1000 - $1500,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Digital, Digital Marketing, Tiếp Thị, Marketing Quảng Cáo",https://www.vietnamworks.com/truong-phong-digital-marketing--1723282-jv?source=searchResults&searchType=2&placement=1723882&sortBy=date
Marketing LeaderHeadhunt jobs,Navigos Search'S Client,$650 - $800,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Inbound Marketing, Quảng Cáo, Truyền Thông, SEO",https://www.vietnamworks.com/marketing-leader--1723101-jv?source=searchResults&searchType=2&placement=1723701&sortBy=date
Content Specialist,Công Ty Cổ Phần Sữa Quốc Tế IDP,Thương lượng,Hồ Chí Minh,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Content Marketing",https://www.vietnamworks.com/content-specialist--1723082-jv?source=searchResults&searchType=2&placement=1723682&sortBy=date
Trade Marketing (Sampling Sản Phẩm),Công Ty TNHH Wellness Lifestyle,Từ $300,Hà Nội,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Markeitng, Truyền Thông, Thực Phẩm Chức Năng, Marketing Strategy, Quản Lý Rủi Ro",https://www.vietnamworks.com/trade-marketing-sampling-san-pham--1719406-jv?source=searchResults&searchType=2&placement=1720006&sortBy=date
Associate Research Manager - QuantitativeHeadhunt jobs,Navigos Search'S Client,$1200 - $1700,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Research, Quantitative Data, Project Reporting",https://www.vietnamworks.com/associate-research-manager-quantitative--1721763-jv?source=searchResults&searchType=2&placement=1722363&sortBy=date
[$1100 - $1500] Brand Content LeadHeadhunt jobs,Navigos Search,$1100 - $1500,Hà Nội,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Media, Copywriting",https://www.vietnamworks.com/1100-1500-brand-content-lead-1721691-jv?source=searchResults&searchType=2&placement=1722291&sortBy=date
Copywriter/Content Lead - Fashion/lifestyleHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,04/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Leader, Content Copy Writer, Fashion, Lifestyle, Editorial Content",https://www.vietnamworks.com/copywriter-content-lead-fashion-lifestyle-1721539-jv?source=searchResults&searchType=2&placement=1722139&sortBy=date
E-Commerce and Digital Marketing Executive - FMCGHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Execution, Digital Marketing, E Commerce, FMCG, Content",https://www.vietnamworks.com/e-commerce-and-digital-marketing-executive-fmcg-1721533-jv?source=searchResults&searchType=2&placement=1722133&sortBy=date
[Retail] Copywriter Content Lead - Up to $1500Headhunt jobs,Navigos Search,$1000 - $1500,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Creative Design, Content Creating",https://www.vietnamworks.com/retail-copywriter-content-lead-up-to-1500-1721025-jv?source=searchResults&searchType=2&placement=1721675&sortBy=date
Marketing Intern,"CJHK Entertainment Co., Ltd",Thương lượng,Hồ Chí Minh,30/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Multimedia, Marketing Campaign, Administrative Support, English, Truyền Thông",https://www.vietnamworks.com/marketing-intern--1720661-jv?source=searchResults&searchType=2&placement=1721311&sortBy=date
Trưởng Phòng Marketing,Công Ty Cổ Phần Chế Tạo Điện Cơ Hà Nội,Thương lượng,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Marketing",https://www.vietnamworks.com/truong-phong-marketing--1720718-jv?source=searchResults&searchType=2&placement=1721368&sortBy=date
Senior Research Executive - Up to 30MHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quantitative Analysis, Market Research, English",https://www.vietnamworks.com/senior-research-executive-up-to-30m-1720768-jv?source=searchResults&searchType=2&placement=1721418&sortBy=date
Content Leader (Fashion OR Lifestyle)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,Hồ Chí Minh,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Content Copy Writer, Content",https://www.vietnamworks.com/content-leader-fashion-or-lifestyle-1720176-jv?source=searchResults&searchType=2&placement=1720826&sortBy=date
Product Marketing LeadHeadhunt jobs,Navigos Search'S Client,$800 - $1300,Hà Nội,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Inbound Marketing, Content Marketing",https://www.vietnamworks.com/product-marketing-lead-2-1719987-jv?source=searchResults&searchType=2&placement=1720637&sortBy=date
Marketing Support Executive - Chuyên Viên Hỗ Trợ MarketingHeadhunt jobs,Navigos Search,Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Support, English",https://www.vietnamworks.com/marketing-support-executive-chuyen-vien-ho-tro-marketing-1719856-jv?source=searchResults&searchType=2&placement=1720506&sortBy=date
Trưởng Phòng Trade MarketingHeadhunt jobs,Khách Hàng Của Navigos Search,$1500 - $2000,Hà Nội,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Marketing Planning, Marketing Đại Lý, B2B",https://www.vietnamworks.com/truong-phong-trade-marketing--1719677-jv?source=searchResults&searchType=2&placement=1720327&sortBy=date
Product Assistant Manager - Consumer ElectronicHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Consumer Electronics, Retail, SAP, English",https://www.vietnamworks.com/product-assistant-manager-consumer-electronic-1719510-jv?source=searchResults&searchType=2&placement=1720160&sortBy=date
NPI Supervisor - Electronics Manufacturing CompanyHeadhunt jobs,Navigos Search,$800 - $1100,Hưng Yên,27/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","New Product Development, Phát Triển Sản Phẩm, Điện Tử, Electronics, NPI",https://www.vietnamworks.com/npi-supervisor-electronics-manufacturing-company-1719020-jv?source=searchResults&searchType=2&placement=1719670&sortBy=date
Product Marketing Assistant Manager (Phone)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,Hồ Chí Minh,27/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Product Marketing, Trade Marketing, Consumer Electronics",https://www.vietnamworks.com/product-marketing-assistant-manager-phone-1719018-jv?source=searchResults&searchType=2&placement=1719668&sortBy=date
Product Marketing Assistant Manager - Mobile CategoryHeadhunt jobs,Navigos Search'S Client,$1000 - $1300,Hồ Chí Minh,27/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Trade Marketing, SAP, Mobile Product, Promotion Campaign",https://www.vietnamworks.com/product-marketing-assistant-manager-mobile-category-1719017-jv?source=searchResults&searchType=2&placement=1719667&sortBy=date
Chuyên Viên Kinh Doanh (Tiếng Anh)Headhunt jobs,Navigos Search,Thương lượng,Hà Nội,27/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",English,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-tieng-anh-4-1718604-jv?source=searchResults&searchType=2&placement=1719254&sortBy=date
Senior Market Analayst (Based In Hai Phong)Headhunt jobs,Navigos Search,$1000 - $1400,Hải Phòng,25/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Market Research, Market Analysis, Market Insights, Real Estate Business, Data Analysis",https://www.vietnamworks.com/senior-market-analayst-based-in-hai-phong-1718463-jv?source=searchResults&searchType=2&placement=1719113&sortBy=date
Account Manager - Salary Up to 35 Million VND,Công Ty TNHH Hedima,$800 - $1500,Hồ Chí Minh,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Account Planning, Digital Marketing, Project Management, Contractor Management, Profit Planning",https://www.vietnamworks.com/account-manager-salary-up-to-35-million-vnd-1718195-jv?source=searchResults&searchType=2&placement=1718845&sortBy=date
Group Brand ManagerHeadhunt jobs,Navigos Search,Thương lượng,Hồ Chí Minh,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông",Branding Marketer,https://www.vietnamworks.com/group-brand-manager-22-1718086-jv?source=searchResults&searchType=2&placement=1718736&sortBy=date
[Thẩm Mỹ/ Làm Đẹp] - Giám Đốc MarketingHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,23/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thẩm Mỹ Viện, Làm Đẹp, Beauty, Salons, Marketing Channel",https://www.vietnamworks.com/tham-my-lam-dep-giam-doc-marketing-1717909-jv?source=searchResults&searchType=2&placement=1718559&sortBy=date
HR Executive (Chinese)Headhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Chinese, Nhân Sự, Tuyển Dụng, HR, Admin",https://www.vietnamworks.com/hr-executive-chinese-1717627-jv?source=searchResults&searchType=2&placement=1718277&sortBy=date
Digital Marketing Assistant Manager (Fashion)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Retail, Digital Performance, Digital Marketing, Fashion Marketing",https://www.vietnamworks.com/digital-marketing-assistant-manager-fashion-1717499-jv?source=searchResults&searchType=2&placement=1718149&sortBy=dateTên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Commercial Manager,Công Ty Cổ Phần Tập Đoàn Medici,Thương Lượng,Hà Nội,18/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thương Mại Điện Tử, Social Marketing, Management Consulting, Business Development",https://www.vietnamworks.com/commercial-manager--1715752-jv?source=searchResults&searchType=2&placement=1715752&sortBy=date
Product Marketing Manager - Cookware,Công Ty Cổ Phần Groupe Seb Việt Nam,Thương Lượng,Hồ Chí Minh,06/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Plans, Marketing Intelligence Analysis, Price Control, Product Launch, New Product Development",https://www.vietnamworks.com/product-marketing-manager-cookware-1--1710898-jv?source=searchResults&searchType=2&placement=1710898&sortBy=date
Brand & Marketing Specialist,"Văn Phòng Đại Diện Jomoo (Xiamen) Construction Materials CO., LTD Tại Thành Phố Hồ Chí Minh",Thương Lượng,Hà Nội,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Brand Marketing, Marketing Strategy, Social Media Campaign, Digital Marketing Tools, Branding Development",https://www.vietnamworks.com/brand-marketing-specialist--1723578-jv?source=searchResults&searchType=2&placement=1723578&sortBy=date
Nhân Viên Kinh Doanh Hàng Gia Dụng (Ứng Viên Không Kinh Nghiệm Được Đào Tạo),Công Ty Cổ Phần Đầu Tư Và Thương Mại Khang Việt,$643 - $2000,Hà Nội,11/12/2023,Mới Tốt Nghiệp,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Tìm Kiếm Thị Trường, Xây Dựng Kế Hoạch Bán Hàng, Quan Hệ Khách Hàng, Tiếp Thị Tư Vấn Sản Phẩm, Phát Triển Đối Tác",https://www.vietnamworks.com/nhan-vien-kinh-doanh-hang-gia-dung-ung-vien-khong-kinh-nghiem-duoc-dao-tao--1710538-jv?source=searchResults&searchType=2&placement=1710538&sortBy=date
Assistant Shopper Marketing,Công Ty TNHH Fonterra Brands Việt Nam,Thương Lượng,Hồ Chí Minh,18/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Trade Marketing, English, Posm Retail Display, Sales Marketing",https://www.vietnamworks.com/assistant-shopper-marketing-1726018-jv?source=searchResults&searchType=2&placement=1726018&sortBy=date
Senior Digital Marketing (Up to 1.200$) - Mảng Thời Trang,Công Ty Cổ Phần Canifa,$500 - $1200,Hà Nội,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Facebook, Digital Performance, Fashion",https://www.vietnamworks.com/senior-digital-marketing-up-to-1-200-mang-thoi-trang--1722166-jv?source=searchResults&searchType=2&placement=1722166&sortBy=date
Digital Marketing Junior,"HDWEBSOFT Co., Ltd",Thương Lượng,Hồ Chí Minh,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, SEO, SEM, Digital Marketing, Digital Marketing Tools",https://www.vietnamworks.com/digital-marketing-junior--1713357-jv?source=searchResults&searchType=2&placement=1713357&sortBy=date
